Latitude,Longitude,Sample Date,pet,ppt,tmax,soil,q,aet,def
-25.49037,30.6986,24-01-2011,161.0,89.0,27.43,5.2000003,4.5,85.200005,75.8
-26.970278,27.211111,24-01-2011,161.0,89.0,27.43,5.2000003,4.5,85.200005,75.8
-27.671111,27.236944,24-01-2011,161.0,89.0,27.43,5.2000003,4.5,85.200005,75.8
-27.356667,27.286389,24-01-2011,164.90001,69.8,28.96,4.7000003,3.5,66.8,98.1
-27.01011111,26.69808333,25-01-2011,133.90001,55.6,28.73,4.3,2.8000000000000003,53.2,80.700005
-26.98472222,26.63227778,25-01-2011,138.2,57.400000000000006,27.869999,4.0,2.9000000000000004,54.9,83.3
-27.398611,26.614722,25-01-2011,138.2,57.400000000000006,27.869999,4.0,2.9000000000000004,54.9,83.3
-33.818056,19.694722,25-01-2011,105.6,6.0,24.13,3.7,0.30000000000000004,6.0,99.6
-25.45963889,28.26430556,25-01-2011,105.6,6.0,24.13,3.7,0.30000000000000004,6.0,99.6
-33.897778,20.012778,25-01-2011,79.8,0.2,22.42,3.4,0.0,0.4,79.4
-25.81048333,27.90955222,26-01-2011,79.8,0.2,22.42,3.4,0.0,0.4,79.4
-34.065833,20.404167,26-01-2011,79.8,0.2,22.42,3.4,0.0,0.4,79.4
-24.058889,31.237222,26-01-2011,66.200005,5.800000000000001,18.14,3.2,0.30000000000000004,5.8,60.4
-26.648056,27.089444,26-01-2011,66.200005,5.800000000000001,18.14,3.2,0.30000000000000004,5.8,60.4
-26.880278,26.965,26-01-2011,72.700005,1.6,18.24,3.0,0.1,1.7,71.0
-27.273889,28.49,26-01-2011,72.700005,1.6,18.24,3.0,0.1,1.7,71.0
-27.044444,27.005,26-01-2011,72.700005,1.6,18.24,3.0,0.1,1.7,71.0
-34.092222,21.295278,26-01-2011,102.200005,0.0,21.96,2.9,0.0,0.2,102.0
-27.02314,28.59389,27-01-2011,102.200005,0.0,21.96,2.9,0.0,0.2,102.0
-26.73806,27.59194,27-01-2011,102.200005,0.0,21.96,2.9,0.0,0.2,102.0
-28.760833,17.730278,30-01-2011,102.200005,0.0,21.96,2.9,0.0,0.2,102.0
-26.861111,28.884722,31-01-2011,147.1,91.5,26.18,2.6000001,4.6000000000000005,87.1,60.0
-26.73806,27.59194,31-01-2011,158.90001,91.80000000000001,27.529999,2.5,4.6000000000000005,87.3,71.6
-25.127778,27.628889,01-02-2011,158.90001,91.80000000000001,27.529999,2.5,4.6000000000000005,87.3,71.6
-24.69514,27.40906,01-02-2011,158.90001,91.80000000000001,27.529999,2.5,4.6000000000000005,87.3,71.6
-27.363611,31.783333,01-02-2011,151.0,134.5,26.9,2.3,6.7,127.9,23.1
-27.802778,28.768333,01-02-2011,151.0,134.5,26.9,2.3,6.7,127.9,23.1
-29.160278,26.573333,01-02-2011,151.0,134.5,26.9,2.3,6.7,127.9,23.1
-34.329722,18.990278,01-02-2011,151.0,134.5,26.9,2.3,6.7,127.9,23.1
-25.20639,27.558,02-02-2011,152.7,90.80000000000001,28.43,2.2,4.5,86.3,66.4
-23.281,30.54305556,03-02-2011,152.7,90.80000000000001,28.43,2.2,4.5,86.3,66.4
-28.801278,31.955389,03-02-2011,142.5,33.5,29.73,2.1000001,1.7000000000000002,31.9,110.6
-27.00222,28.76528,03-02-2011,142.5,33.5,29.73,2.1000001,1.7000000000000002,31.9,110.6
-27.02314,28.59389,03-02-2011,142.5,33.5,29.73,2.1000001,1.7000000000000002,31.9,110.6
-27.3,28.586944,03-02-2011,142.5,33.5,29.73,2.1000001,1.7000000000000002,31.9,110.6
-30.679722,26.7125,03-02-2011,142.5,33.5,29.73,2.1000001,1.7000000000000002,31.9,110.6
-28.460833,21.248889,03-02-2011,134.3,25.900000000000002,27.8,2.1000001,1.3,24.6,109.700005
-28.460833,21.248889,04-02-2011,134.3,25.900000000000002,27.8,2.1000001,1.3,24.6,109.700005
-29.140556,31.391944,07-02-2011,134.3,25.900000000000002,27.8,2.1000001,1.3,24.6,109.700005
-25.99136,27.84208,07-02-2011,100.9,56.900000000000006,24.57,2.0,2.8000000000000003,54.2,46.7
-24.058889,31.237222,07-02-2011,100.9,56.900000000000006,24.57,2.0,2.8000000000000003,54.2,46.7
-26.73806,27.59194,07-02-2011,100.9,56.900000000000006,24.57,2.0,2.8000000000000003,54.2,46.7
-30.86013889,29.07125,07-02-2011,100.9,56.900000000000006,24.57,2.0,2.8000000000000003,54.2,46.7
-27.356667,27.286389,07-02-2011,100.9,56.900000000000006,24.57,2.0,2.8000000000000003,54.2,46.7
-28.058889,30.373611,07-02-2011,79.9,0.0,21.84,1.9,0.0,0.1,79.8
-27.01011111,26.69808333,08-02-2011,79.9,0.0,21.84,1.9,0.0,0.1,79.8
-27.169444,29.233889,08-02-2011,79.9,0.0,21.84,1.9,0.0,0.1,79.8
-26.98472222,26.63227778,08-02-2011,69.6,0.0,19.119999,1.8000001,0.0,0.1,69.5
-27.398611,26.614722,08-02-2011,69.6,0.0,19.119999,1.8000001,0.0,0.1,69.5
-27.573056,24.746389,08-02-2011,69.6,0.0,19.119999,1.8000001,0.0,0.1,69.5
-33.501667,21.624167,08-02-2011,69.6,0.0,19.119999,1.8000001,0.0,0.1,69.5
-32.502778,19.535833,08-02-2011,75.9,1.7000000000000002,18.88,1.8000001,0.1,1.7,74.200005
-25.45963889,28.26430556,08-02-2011,75.9,1.7000000000000002,18.88,1.8000001,0.1,1.7,74.200005
-26.970278,27.211111,09-02-2011,75.9,1.7000000000000002,18.88,1.8000001,0.1,1.7,74.200005
-27.273889,28.49,09-02-2011,75.9,1.7000000000000002,18.88,1.8000001,0.1,1.7,74.200005
-28.69485,28.23487,09-02-2011,103.6,0.7000000000000001,21.189999,1.7,0.0,0.7,102.9
-28.883333,27.89,09-02-2011,156.2,34.9,26.699999,1.6,1.7000000000000002,33.2,123.0
-27.02314,28.59389,10-02-2011,156.2,34.9,26.699999,1.6,1.7000000000000002,33.2,123.0
-30.679722,26.7125,10-02-2011,156.2,34.9,26.699999,1.6,1.7000000000000002,33.2,123.0
-30.534167,24.961944,10-02-2011,156.2,34.9,26.699999,1.6,1.7000000000000002,33.2,123.0
-34.031944,22.053333,10-02-2011,158.3,106.7,27.48,1.6,5.300000000000001,101.4,56.9
-34.039722,22.133333,10-02-2011,158.3,106.7,27.48,1.6,5.300000000000001,101.4,56.9
-32.595833,19.009444,10-02-2011,158.3,106.7,27.48,1.6,5.300000000000001,101.4,56.9
-28.801278,31.955389,11-02-2011,143.2,141.8,25.779999,1.5,7.1000000000000005,134.8,8.400001
-29.658056,25.973333,11-02-2011,143.2,141.8,25.779999,1.5,7.1000000000000005,134.8,8.400001
-28.068333,31.55,11-02-2011,158.2,72.7,28.109999,1.5,3.6,69.1,89.1
-28.760833,17.730278,13-02-2011,158.2,72.7,28.109999,1.5,3.6,69.1,89.1
-29.7775,29.470833,14-02-2011,109.4,75.8,25.279999,26.7,3.8000000000000003,94.8,14.6
-29.987778,29.851667,14-02-2011,109.4,75.8,25.279999,26.7,3.8000000000000003,94.8,14.6
-29.744167,29.905833,14-02-2011,109.4,75.8,25.279999,26.7,3.8000000000000003,94.8,14.6
-26.861111,28.884722,14-02-2011,101.700005,29.8,23.89,16.0,1.5,39.0,62.7
-26.45,28.085833,14-02-2011,101.700005,29.8,23.89,16.0,1.5,39.0,62.7
-31.396,29.2651,14-02-2011,101.700005,29.8,23.89,16.0,1.5,39.0,62.7
-25.20639,27.558,15-02-2011,101.700005,29.8,23.89,16.0,1.5,39.0,62.7
-24.69514,27.40906,15-02-2011,84.1,4.5,21.99,11.8,0.2,8.5,75.6
-26.006389,29.253889,15-02-2011,84.1,4.5,21.99,11.8,0.2,8.5,75.6
-27.802778,28.768333,15-02-2011,70.6,0.0,18.779999,9.400001,0.0,2.4,68.200005
-27.398611,26.614722,15-02-2011,74.200005,0.0,18.3,7.9,0.0,1.6,72.6
-27.671111,27.236944,15-02-2011,74.200005,0.0,18.3,7.9,0.0,1.6,72.6
-29.160278,26.573333,15-02-2011,74.200005,0.0,18.3,7.9,0.0,1.6,72.6
-30.568333,29.422778,15-02-2011,96.9,4.7,21.31,6.8,0.2,5.5,91.4
-30.570833,29.150556,15-02-2011,96.9,4.7,21.31,6.8,0.2,5.5,91.4
-33.38056,19.30167,15-02-2011,96.9,4.7,21.31,6.8,0.2,5.5,91.4
-33.31388889,19.07472222,15-02-2011,133.1,0.4,26.23,6.0,0.0,1.2,131.90001
-27.495556,26.074722,15-02-2011,133.1,0.4,26.23,6.0,0.0,1.2,131.90001
-25.436111,31.982222,16-02-2011,133.1,0.4,26.23,6.0,0.0,1.2,131.90001
-24.39619444,27.08983333,16-02-2011,133.1,0.4,26.23,6.0,0.0,1.2,131.90001
-25.67386,31.57527,16-02-2011,162.2,17.6,26.939999,5.3,0.9,17.4,144.8
-30.733889,29.828333,16-02-2011,162.2,17.6,26.939999,5.3,0.9,17.4,144.8
-30.398056,30.601944,16-02-2011,162.2,17.6,26.939999,5.3,0.9,17.4,144.8
-27.273889,28.49,16-02-2011,162.2,17.6,26.939999,5.3,0.9,17.4,144.8
-27.3,28.586944,16-02-2011,144.5,124.60000000000001,25.019999,4.8,6.2,118.8,25.7
-27.044444,27.005,16-02-2011,144.5,124.60000000000001,25.019999,4.8,6.2,118.8,25.7
-30.86013889,29.07125,16-02-2011,144.5,124.60000000000001,25.019999,4.8,6.2,118.8,25.7
-30.77586667,29.03221667,16-02-2011,144.5,124.60000000000001,25.019999,4.8,6.2,118.8,25.7
-33.13083,18.86278,16-02-2011,156.1,156.20000000000002,26.789999,4.4,7.800000000000001,148.8,7.3
-24.925278,29.324444,17-02-2011,156.1,156.20000000000002,26.789999,4.4,7.800000000000001,148.8,7.3
-27.00222,28.76528,17-02-2011,156.1,156.20000000000002,26.789999,4.4,7.800000000000001,148.8,7.3
-27.02314,28.59389,17-02-2011,156.1,156.20000000000002,26.789999,4.4,7.800000000000001,148.8,7.3
-22.43772222,31.07805556,18-02-2011,158.3,50.7,28.16,4.0,2.5,48.5,109.8
-29.803611,30.516111,18-02-2011,158.3,50.7,28.16,4.0,2.5,48.5,109.8
-25.99136,27.84208,21-02-2011,144.6,41.900000000000006,28.41,3.7,2.1,40.100002,104.5
-26.861111,28.884722,21-02-2011,144.6,41.900000000000006,28.41,3.7,2.1,40.100002,104.5
-26.73806,27.59194,21-02-2011,131.3,59.0,27.18,3.5,2.9000000000000004,56.3,75.0
-26.45,28.085833,21-02-2011,131.3,59.0,27.18,3.5,2.9000000000000004,56.3,75.0
-27.01011111,26.69808333,22-02-2011,131.3,59.0,27.18,3.5,2.9000000000000004,56.3,75.0
-27.169444,29.233889,22-02-2011,100.8,37.5,24.269999,3.3,1.9000000000000001,35.8,65.0
-26.98472222,26.63227778,22-02-2011,100.8,37.5,24.269999,3.3,1.9000000000000001,35.8,65.0
-27.398611,26.614722,22-02-2011,100.8,37.5,24.269999,3.3,1.9000000000000001,35.8,65.0
-29.160278,26.573333,22-02-2011,100.8,37.5,24.269999,3.3,1.9000000000000001,35.8,65.0
-33.818056,19.694722,22-02-2011,100.8,37.5,24.269999,3.3,1.9000000000000001,35.8,65.0
-25.81048333,27.90955222,23-02-2011,89.3,2.1,23.769999,3.1000001,0.1,2.2,87.1
-29.641944,30.6875,23-02-2011,89.3,2.1,23.769999,3.1000001,0.1,2.2,87.1
-34.065833,20.404167,23-02-2011,66.6,17.6,18.01,2.9,0.9,16.9,49.7
-33.980556,21.653333,23-02-2011,66.6,17.6,18.01,2.9,0.9,16.9,49.7
-22.769722,30.886944,23-02-2011,74.5,20.5,18.72,2.7,1.0,19.7,54.8
-27.00222,28.76528,23-02-2011,74.5,20.5,18.72,2.7,1.0,19.7,54.8
-27.02314,28.59389,23-02-2011,97.9,12.4,21.89,2.6000001,0.6000000000000001,11.900001,86.0
-27.38972222,26.46388889,23-02-2011,125.4,37.1,24.51,2.5,1.9000000000000001,35.4,90.0
-27.398611,26.614722,23-02-2011,125.4,37.1,24.51,2.5,1.9000000000000001,35.4,90.0
-27.671111,27.236944,23-02-2011,125.4,37.1,24.51,2.5,1.9000000000000001,35.4,90.0
-27.356667,27.286389,23-02-2011,165.40001,29.3,29.029999,2.4,1.5,27.9,137.5
-33.897778,20.012778,23-02-2011,165.40001,29.3,29.029999,2.4,1.5,27.9,137.5
-23.763056,27.908611,24-02-2011,182.40001,35.800000000000004,29.83,2.2,1.8,34.100002,148.3
-23.23572222,27.717,24-02-2011,182.40001,35.800000000000004,29.83,2.2,1.8,34.100002,148.3
-28.44555556,32.325,24-02-2011,182.40001,35.800000000000004,29.83,2.2,1.8,34.100002,148.3
-30.679722,26.7125,24-02-2011,141.5,156.10000000000002,26.07,9.900001,7.800000000000001,141.5,0.0
-30.160091,27.40124,24-02-2011,141.5,156.10000000000002,26.07,9.900001,7.800000000000001,141.5,0.0
-30.336111,27.359444,24-02-2011,127.200005,54.300000000000004,27.539999,8.0,2.7,53.5,73.700005
-28.460833,21.248889,24-02-2011,127.5,62.7,27.519999,6.8,3.1,60.8,66.700005
-22.91028,29.61111,25-02-2011,127.5,62.7,27.519999,6.8,3.1,60.8,66.700005
-28.760833,17.730278,27-02-2011,92.8,115.5,22.58,23.7,5.800000000000001,92.8,0.0
-24.183889,30.823889,01-03-2011,92.8,115.5,22.58,23.7,5.800000000000001,92.8,0.0
-27.398611,26.614722,01-03-2011,80.4,64.3,21.09,16.2,3.2,68.700005,11.7
-27.671111,27.236944,01-03-2011,80.4,64.3,21.09,16.2,3.2,68.700005,11.7
-29.160278,26.573333,01-03-2011,77.700005,23.8,18.34,11.5,1.2000000000000002,27.2,50.5
-27.495556,26.074722,01-03-2011,77.700005,23.8,18.34,11.5,1.2000000000000002,27.2,50.5
-23.658056,31.05,02-03-2011,77.700005,23.8,18.34,11.5,1.2000000000000002,27.2,50.5
-26.648056,27.089444,02-03-2011,74.700005,1.2000000000000002,17.99,9.0,0.1,3.6000001,71.1
-27.802778,28.768333,02-03-2011,74.700005,1.2000000000000002,17.99,9.0,0.1,3.6000001,71.1
-24.679167,30.8025,03-03-2011,101.6,12.100000000000001,22.23,7.5,0.6000000000000001,13.1,88.5
-27.273889,28.49,03-03-2011,101.6,12.100000000000001,22.23,7.5,0.6000000000000001,13.1,88.5
-27.3,28.586944,03-03-2011,145.40001,0.8,27.289999,6.4,0.0,1.8000001,143.6
-30.679722,26.7125,03-03-2011,145.40001,0.8,27.289999,6.4,0.0,1.8000001,143.6
-27.02314,28.59389,04-03-2011,172.90001,45.300000000000004,27.91,5.6,2.3000000000000003,43.9,129.0
-25.99136,27.84208,07-03-2011,172.3,59.7,28.01,5.0,3.0,57.3,115.0
-31.554722,29.245556,07-03-2011,172.3,59.7,28.01,5.0,3.0,57.3,115.0
-27.01011111,26.69808333,08-03-2011,162.5,90.0,27.789999,4.5,4.5,86.0,76.5
-27.802778,28.768333,08-03-2011,162.5,90.0,27.789999,4.5,4.5,86.0,76.5
-26.98472222,26.63227778,08-03-2011,162.5,90.0,27.789999,4.5,4.5,86.0,76.5
-27.398611,26.614722,08-03-2011,170.6,65.2,29.74,4.1,3.3000000000000003,62.4,108.200005
-27.671111,27.236944,08-03-2011,170.6,65.2,29.74,4.1,3.3000000000000003,62.4,108.200005
-29.160278,26.573333,08-03-2011,135.3,53.300000000000004,29.269999,3.7,2.7,51.0,84.3
-31.396,29.2651,08-03-2011,135.3,53.300000000000004,29.269999,3.7,2.7,51.0,84.3
-25.45963889,28.26430556,08-03-2011,141.2,60.300000000000004,28.289999,3.5,3.0,57.5,83.700005
-25.81048333,27.90955222,09-03-2011,141.2,60.300000000000004,28.289999,3.5,3.0,57.5,83.700005
-22.225556,29.990556,09-03-2011,106.9,6.4,24.06,3.2,0.30000000000000004,6.4,100.5
-26.03611,30.99778,09-03-2011,81.6,0.1,22.92,3.0,0.0,0.3,81.3
-28.404444,30.013056,09-03-2011,81.6,0.1,22.92,3.0,0.0,0.3,81.3
-29.380556,30.2775,09-03-2011,81.6,0.1,22.92,3.0,0.0,0.3,81.3
-26.648056,27.089444,09-03-2011,73.200005,6.5,18.92,2.8,0.30000000000000004,6.4,66.8
-26.970278,27.211111,09-03-2011,75.5,0.8,19.09,2.7,0.0,0.90000004,74.6
-27.273889,28.49,09-03-2011,75.5,0.8,19.09,2.7,0.0,0.90000004,74.6
-27.3,28.586944,09-03-2011,75.5,0.8,19.09,2.7,0.0,0.90000004,74.6
-27.044444,27.005,09-03-2011,109.200005,0.0,22.949999,2.5,0.0,0.1,109.1
-28.69485,28.23487,09-03-2011,109.200005,0.0,22.949999,2.5,0.0,0.1,109.1
-28.883333,27.89,09-03-2011,109.200005,0.0,22.949999,2.5,0.0,0.1,109.1
-30.568333,29.422778,09-03-2011,109.200005,0.0,22.949999,2.5,0.0,0.1,109.1
-30.570833,29.150556,09-03-2011,137.2,38.5,24.65,2.4,1.9000000000000001,36.7,100.5
-34.329722,18.990278,09-03-2011,137.2,38.5,24.65,2.4,1.9000000000000001,36.7,100.5
-30.830556,26.921389,10-03-2011,137.2,38.5,24.65,2.4,1.9000000000000001,36.7,100.5
-25.49037,30.6986,10-03-2011,137.2,38.5,24.65,2.4,1.9000000000000001,36.7,100.5
-29.380556,30.2775,10-03-2011,159.40001,60.6,26.869999,2.3,3.0,57.7,101.700005
-30.86013889,29.07125,10-03-2011,159.40001,60.6,26.869999,2.3,3.0,57.7,101.700005
-30.77586667,29.03221667,10-03-2011,159.40001,60.6,26.869999,2.3,3.0,57.7,101.700005
-29.658056,25.973333,11-03-2011,159.40001,60.6,26.869999,2.3,3.0,57.7,101.700005
-30.534167,24.961944,11-03-2011,159.40001,60.6,26.869999,2.3,3.0,57.7,101.700005
-31.031389,28.883333,11-03-2011,166.7,93.10000000000001,28.269999,2.2,4.7,88.6,78.1
-34.039722,22.133333,11-03-2011,166.7,93.10000000000001,28.269999,2.2,4.7,88.6,78.1
-28.760833,17.730278,13-03-2011,166.7,93.10000000000001,28.269999,2.2,4.7,88.6,78.1
-29.7775,29.470833,14-03-2011,166.7,93.10000000000001,28.269999,2.2,4.7,88.6,78.1
-29.987778,29.851667,14-03-2011,155.90001,141.4,27.42,2.1000001,7.1000000000000005,134.40001,21.5
-29.744167,29.905833,14-03-2011,155.90001,141.4,27.42,2.1000001,7.1000000000000005,134.40001,21.5
-26.861111,28.884722,14-03-2011,155.90001,141.4,27.42,2.1000001,7.1000000000000005,134.40001,21.5
-26.73806,27.59194,14-03-2011,155.90001,141.4,27.42,2.1000001,7.1000000000000005,134.40001,21.5
-26.45,28.085833,14-03-2011,160.7,75.7,29.349998,2.0,3.8000000000000003,72.0,88.700005
-25.127778,27.628889,15-03-2011,160.7,75.7,29.349998,2.0,3.8000000000000003,72.0,88.700005
-25.20639,27.558,15-03-2011,160.7,75.7,29.349998,2.0,3.8000000000000003,72.0,88.700005
-24.69514,27.40906,15-03-2011,146.7,34.2,30.42,1.9,1.7000000000000002,32.600002,114.1
-25.73411,27.21422,15-03-2011,146.7,34.2,30.42,1.9,1.7000000000000002,32.600002,114.1
-26.006389,29.253889,15-03-2011,146.7,34.2,30.42,1.9,1.7000000000000002,32.600002,114.1
-28.747778,31.745833,15-03-2011,146.7,34.2,30.42,1.9,1.7000000000000002,32.600002,114.1
